8.00 	-0.2106 
7.63 	-0.1892 
7.44 	-0.1785 
7.20 	-0.1648 
7.04 	-0.1561 
6.84 	-0.1452 
6.47 	-0.1295 
6.37 	-0.1255 
6.23 	-0.1216 
6.04 	-0.1180 
5.83 	-0.1153 
5.61 	-0.1140 
5.39 	-0.1133 
5.22 	-0.1130 
5.01 	-0.1127 
4.65 	-0.1123 
4.48 	-0.1120 
4.35 	-0.1119 
4.21 	-0.1116 
4.09 	-0.1112 
3.88 	-0.1105 
3.70 	-0.1096 
3.49 	-0.1080 
3.32 	-0.1061 
3.11 	-0.1030 
2.95 	-0.0995 
2.75 	-0.0942 
2.55 	-0.0871 
