0.010000 939.901716
0.020000 926.817503
0.030000 913.896039
0.040000 901.139168
0.050000 888.548443
0.060000 876.125129
0.070000 863.870224
0.080000 851.784473
0.090000 839.868378
0.100000 828.122213
0.110000 816.546039
0.120000 805.139717
0.130000 793.902919
0.140000 782.835142
0.150000 771.935718
0.160000 761.203829
0.170000 750.638515
0.180000 740.238687
0.190000 730.003135
0.200000 719.930541
0.210000 710.019486
0.220000 700.268459
0.230000 690.675867
0.240000 681.240042
0.250000 671.959250
0.260000 662.831695
0.270000 653.855529
0.280000 645.028859
0.290000 636.349750
0.300000 627.816233
0.310000 619.426308
0.320000 611.177953
0.330000 603.069125
0.340000 595.097764
0.350000 587.261802
0.360000 579.559161
0.370000 571.987758
0.380000 564.545511
0.390000 557.230340
0.400000 550.040168
0.410000 542.972927
0.420000 536.026557
0.430000 529.199011
0.440000 522.488255
0.450000 515.892271
0.460000 509.409056
0.470000 503.036629
0.480000 496.773024
0.490000 490.616301
0.500000 484.564537
0.510000 478.615835
0.520000 472.768321
0.530000 467.020145
0.540000 461.369480
0.550000 455.814529
0.560000 450.353517
0.570000 444.984696
0.580000 439.706345
0.590000 434.516771
0.600000 429.414307
0.610000 424.397310
0.620000 419.464170
0.630000 414.613300
0.640000 409.843140
0.650000 405.152160
0.660000 400.538855
0.670000 396.001745
0.680000 391.539381
0.690000 387.150337
0.700000 382.833215
0.710000 378.586641
0.720000 374.409269
0.730000 370.299778
0.740000 366.256870
0.750000 362.279276
0.760000 358.365748
0.770000 354.515063
0.780000 350.726023
0.790000 346.997453
0.800000 343.328200
0.810000 339.717137
0.820000 336.163156
0.830000 332.665173
0.840000 329.222125
0.850000 325.832972
0.860000 322.496692
0.870000 319.212287
0.880000 315.978778
0.890000 312.795204
0.900000 309.660627
0.910000 306.574126
0.920000 303.534799
0.930000 300.541764
0.940000 297.594154
0.950000 294.691124
0.960000 291.831842
0.970000 289.015497
0.980000 286.241292
0.990000 283.508448
1.000000 280.816201
1.010000 278.163803
