1.000000000000000082e-05 1.000000000000000082e-05 6.614751794611002879e+03
1.960000000000000142e+01 1.000000000000000082e-05 2.151676659382735845e+06
3.920000000000000284e+01 1.000000000000000082e-05 4.296739661390759051e+06
5.880000000000000426e+01 1.000000000000000082e-05 6.441802663398782723e+06
7.840000000000000568e+01 1.000000000000000082e-05 8.586865665406806394e+06
9.800000000000000000e+01 1.000000000000000082e-05 1.073192866741483100e+07
1.176000000000000085e+02 1.000000000000000082e-05 1.287699166942285188e+07
1.372000000000000171e+02 1.000000000000000082e-05 1.502205467143087648e+07
1.568000000000000114e+02 1.000000000000000082e-05 1.716711767343889922e+07
1.764000000000000057e+02 1.000000000000000082e-05 1.931218067544692010e+07
1.960000000000000000e+02 1.000000000000000082e-05 2.145724367745494470e+07
2.156000000000000227e+02 1.000000000000000082e-05 2.360230667946296930e+07
2.352000000000000171e+02 1.000000000000000082e-05 2.574736968147099391e+07
2.548000000000000114e+02 1.000000000000000082e-05 2.789243268347901851e+07
2.744000000000000341e+02 1.000000000000000082e-05 3.003749568548704311e+07
2.940000000000000000e+02 1.000000000000000082e-05 3.218255868749506027e+07
3.136000000000000227e+02 1.000000000000000082e-05 3.432762168950308859e+07
3.332000000000000455e+02 1.000000000000000082e-05 3.647268469151111692e+07
3.528000000000000114e+02 1.000000000000000082e-05 3.861774769351913035e+07
3.724000000000000341e+02 1.000000000000000082e-05 4.076281069552717358e+07
3.920000000000000000e+02 1.000000000000000082e-05 4.290787369753517956e+07
4.116000000000000227e+02 1.000000000000000082e-05 4.505293669954320788e+07
4.312000000000000455e+02 1.000000000000000082e-05 4.719799970155122876e+07
4.508000000000000114e+02 1.000000000000000082e-05 4.934306270355925709e+07
4.704000000000000341e+02 1.000000000000000082e-05 5.148812570556727052e+07
4.900000000000000568e+02 1.000000000000000082e-05 5.363318870757530630e+07
5.096000000000000227e+02 1.000000000000000082e-05 5.577825170958331227e+07
5.292000000000000455e+02 1.000000000000000082e-05 5.792331471159134805e+07
5.488000000000000682e+02 1.000000000000000082e-05 6.006837771359937638e+07
5.684000000000000909e+02 1.000000000000000082e-05 6.221344071560739726e+07
5.880000000000000000e+02 1.000000000000000082e-05 6.435850371761541814e+07
6.076000000000000227e+02 1.000000000000000082e-05 6.650356671962343156e+07
6.272000000000000455e+02 1.000000000000000082e-05 6.864862972163145244e+07
6.468000000000000682e+02 1.000000000000000082e-05 7.079369272363950312e+07
6.664000000000000909e+02 1.000000000000000082e-05 7.293875572564752400e+07
6.860000000000000000e+02 1.000000000000000082e-05 7.508381872765552998e+07
7.056000000000000227e+02 1.000000000000000082e-05 7.722888172966355085e+07
7.252000000000000455e+02 1.000000000000000082e-05 7.937394473167158663e+07
7.448000000000000682e+02 1.000000000000000082e-05 8.151900773367962241e+07
7.644000000000000909e+02 1.000000000000000082e-05 8.366407073568762839e+07
7.840000000000000000e+02 1.000000000000000082e-05 8.580913373769566417e+07
8.036000000000000227e+02 1.000000000000000082e-05 8.795419673970367014e+07
8.232000000000000455e+02 1.000000000000000082e-05 9.009925974171170592e+07
8.428000000000000682e+02 1.000000000000000082e-05 9.224432274371972680e+07
